scenario,num_agents,state_dim,mixing_depth,mean_action_budget,conflict_level,rho,competitive_extension,mean_target_overlap,sample_idx,method,query_budget,observable_error,utility_error
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,8,monte_carlo,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,8,amplitude_estimation,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,8,monte_carlo,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,amplitude_estimation,8,0.049004917403826065,0.049004917403826065
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,monte_carlo,8,0.0027717778928108144,0.0027717778928108144
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,amplitude_estimation,16,0.032100919801538355,0.032100919801538355
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,monte_carlo,16,0.059728222107189186,0.059728222107189186
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,amplitude_estimation,32,0.011120780362089744,0.011120780362089744
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,monte_carlo,32,0.034021777892810814,0.034021777892810814
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,amplitude_estimation,64,0.009922593686311362,0.009922593686311362
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,monte_carlo,64,0.049646777892810814,0.049646777892810814
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,amplitude_estimation,128,0.0007539081554946148,0.0007539081554946148
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,monte_carlo,128,0.030115527892810814,0.030115527892810814
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,amplitude_estimation,256,0.0007539081554946148,0.0007539081554946148
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,9,monte_carlo,256,0.0047249028928108144,0.0047249028928108144
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,amplitude_estimation,8,0.02960094586218448,0.02960094586218448
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,monte_carlo,8,0.15460094586218448,0.15460094586218448
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,amplitude_estimation,16,0.02960094586218448,0.02960094586218448
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,monte_carlo,16,0.22039905413781552,0.2203990541378155
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,amplitude_estimation,32,0.02960094586218448,0.02960094586218448
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,monte_carlo,32,0.12664905413781552,0.12664905413781552
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,amplitude_estimation,64,0.019407624302595877,0.019407624302595877
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,monte_carlo,64,0.07977405413781552,0.07977405413781552
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,amplitude_estimation,128,0.005067108698475431,0.005067108698475431
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,monte_carlo,128,0.03289905413781552,0.03289905413781552
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,amplitude_estimation,256,0.005067108698475431,0.005067108698475431
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,10,monte_carlo,256,0.00164905413781552,0.00164905413781552
