scenario,activation_name,activation_family,activation_slug,num_agents,state_dim,mixing_depth,mean_action_budget,conflict_level,rho,competitive_extension,mean_target_overlap,activation_label,model_name,profile_key,gt_epsilon
medium_conflict,"bounded_confidence(gamma=10.00, tau=0.05)",bounded_confidence,bounded_confidence_g10p00_t0p05,2,4,2,4.0,medium,0.5,False,0.25959803911315,bounded_confidence,ground_truth,0|0,0.0
medium_conflict,"bounded_confidence(gamma=10.00, tau=0.05)",bounded_confidence,bounded_confidence_g10p00_t0p05,2,4,2,4.0,medium,0.5,False,0.25959803911315,bounded_confidence,quantum_encoded,0|0,0.0
medium_conflict,"bounded_confidence(gamma=10.00, tau=0.05)",bounded_confidence,bounded_confidence_g10p00_t0p05,2,4,2,4.0,medium,0.5,False,0.25959803911315,bounded_confidence,residual_mlp,0|8,0.12554293022231777
medium_conflict,"bounded_confidence(gamma=10.00, tau=0.05)",bounded_confidence,bounded_confidence_g10p00_t0p05,2,4,2,4.0,medium,0.5,False,0.25959803911315,bounded_confidence,residual_mlp,0|0,0.0
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,ground_truth,0|0,0.0
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,ground_truth,0|1,0.0651280241334361
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,ground_truth,0|2,0.09866769138944331
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,quantum_encoded,0|0,0.0
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,quantum_encoded,0|1,0.0651280241334361
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,quantum_encoded,0|2,0.09866769138944331
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,quantum_encoded,0|3,0.10394385362191697
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,residual_mlp,0|0,0.0
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,residual_mlp,0|1,0.0651280241334361
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,residual_mlp,0|3,0.10394385362191697
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,residual_mlp,0|2,0.09866769138944331
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,residual_mlp,0|7,0.12896169297626667
deep_high_conflict,softmax(beta=1.00),softmax,softmax_b1p00,2,4,3,4.0,high,0.15,False,0.2722932538205738,softmax_beta_1p0,residual_mlp,0|5,0.1586152828264267
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,ground_truth,0|0,0.0
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,ground_truth,0|1,0.02874307688742536
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,ground_truth,0|3,0.04723033112527392
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,ground_truth,0|2,0.08157990165754389
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,ground_truth,0|7,0.0862977674890349
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,quantum_encoded,0|0,0.0
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,quantum_encoded,0|1,0.02874307688742536
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,quantum_encoded,0|3,0.04723033112527392
deep_high_conflict,entmax(alpha=1.20),entmax,entmax_a1p20,2,4,3,4.0,high,0.15,False,0.2722932538205738,entmax_alpha_1p2,quantum_encoded,0|2,0.08157990165754389
