scenario,num_agents,state_dim,mixing_depth,activation_name,markov_graph_degree,markov_inertia,mean_action_budget,conflict_level,rho,mean_target_overlap,horizon,sample_idx,method,query_budget,observable_error,utility_error
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,1,monte_carlo,32,0.10533048015997562,0.10533048015997562
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,1,amplitude_estimation,128,0.0052468978308188585,0.0052468978308188585
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,1,monte_carlo,128,0.04673673015997562,0.04673673015997562
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,2,amplitude_estimation,8,0.035279733392611534,0.035279733392611534
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,2,monte_carlo,8,0.11823795119605116,0.11823795119605116
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,2,amplitude_estimation,32,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,2,monte_carlo,32,0.055737951196051155,0.055737951196051155
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,2,amplitude_estimation,128,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,2,monte_carlo,128,0.011595266607388466,0.011595266607388466
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,3,amplitude_estimation,8,0.030885877340445553,0.030885877340445553
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,3,monte_carlo,8,0.1148324867471718,0.1148324867471718
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,3,amplitude_estimation,32,0.009646661708855017,0.009646661708855017
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,3,monte_carlo,32,0.010167513252828206,0.010167513252828206
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,3,amplitude_estimation,128,0.0030340081669170404,0.0030340081669170404
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,3,monte_carlo,128,0.024988736747171794,0.024988736747171794
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,4,amplitude_estimation,8,0.01002598325712746,0.01002598325712746
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,4,monte_carlo,8,0.0939725926638537,0.0939725926638537
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,4,amplitude_estimation,32,0.01002598325712746,0.01002598325712746
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,4,monte_carlo,32,0.00603063566826216,0.00603063566826216
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,4,amplitude_estimation,128,0.0028563209166201087,0.0028563209166201087
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,4,monte_carlo,128,0.027566342663853702,0.027566342663853702
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,5,amplitude_estimation,8,0.009621078739013939,0.009621078739013939
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,5,monte_carlo,8,0.09356768814574018,0.09356768814574018
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,5,amplitude_estimation,32,0.009621078739013939,0.009621078739013939
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,5,monte_carlo,32,0.04182559022681734,0.04182559022681734
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,5,amplitude_estimation,128,0.0038375468116996075,0.0038375468116996075
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,5,monte_carlo,128,0.03143231185425982,0.03143231185425982
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,6,amplitude_estimation,8,0.038188176243760405,0.038188176243760405
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,6,monte_carlo,8,0.04965178329689017,0.04965178329689017
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,6,amplitude_estimation,32,0.02503592033862649,0.02503592033862649
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,6,monte_carlo,32,0.028384785650486646,0.028384785650486646
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,6,amplitude_estimation,128,0.006116695885536413,0.006116695885536413
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,6,monte_carlo,128,0.03012053329689017,0.03012053329689017
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,7,amplitude_estimation,8,0.03446372206831497,0.03446372206831497
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,7,monte_carlo,8,0.21986365513633904,0.21986365513633904
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,7,amplitude_estimation,32,0.005520481905397279,0.005520481905397279
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,7,monte_carlo,32,0.04576134486366096,0.04576134486366096
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,7,amplitude_estimation,128,0.005520481905397279,0.005520481905397279
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,7,monte_carlo,128,0.03637908147504121,0.03637908147504121
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,8,amplitude_estimation,8,0.01508392526780103,0.01508392526780103
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,8,monte_carlo,8,0.15096946532547273,0.15096946532547273
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,8,amplitude_estimation,32,0.01508392526780103,0.01508392526780103
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,8,monte_carlo,32,0.11988373104913114,0.11988373104913114
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,8,amplitude_estimation,128,0.00619696868291876,0.00619696868291876
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,8,monte_carlo,128,0.01034446532547273,0.01034446532547273
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,9,amplitude_estimation,8,0.02876588513531665,0.02876588513531665
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,9,monte_carlo,8,0.1372875054579571,0.1372875054579571
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,9,amplitude_estimation,32,0.02876588513531665,0.02876588513531665
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,9,monte_carlo,32,0.04028633926260029,0.04028633926260029
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,9,amplitude_estimation,128,0.0027027569334435314,0.0027027569334435314
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,9,monte_carlo,128,0.022213660737399707,0.022213660737399707
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,10,amplitude_estimation,8,0.032021501335655025,0.03202150133565503
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,10,monte_carlo,8,0.21056537932040137,0.21056537932040137
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,10,amplitude_estimation,32,0.014818757721334966,0.014818757721334966
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,10,monte_carlo,32,0.06994037932040136,0.06994037932040137
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,10,amplitude_estimation,128,0.004717324422755756,0.004717324422755742
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,10,monte_carlo,128,0.009031889257618733,0.00903188925761872
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,11,amplitude_estimation,8,0.035279733392611534,0.035279733392611534
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,11,monte_carlo,8,0.22277973339261153,0.22277973339261153
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,11,amplitude_estimation,32,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,11,monte_carlo,32,0.042845266607388466,0.042845266607388466
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,11,amplitude_estimation,128,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,11,monte_carlo,128,0.012769201196051155,0.012769201196051155
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,12,amplitude_estimation,8,0.0352797288132137,0.0352797288132137
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,12,monte_carlo,8,0.0272202711867863,0.0272202711867863
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,12,amplitude_estimation,32,0.0035927947036278607,0.0035927947036278607
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,12,monte_carlo,32,0.011595271186786299,0.011595271186786299
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,12,amplitude_estimation,128,0.0035927947036278607,0.0035927947036278607
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,12,monte_carlo,128,0.0223870482551653,0.0223870482551653
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,13,amplitude_estimation,8,0.01320887096968594,0.01320887096968594
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,13,monte_carlo,8,0.02899863822560865,0.02899863822560865
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,13,amplitude_estimation,32,0.01320887096968594,0.01320887096968594
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,13,monte_carlo,32,0.09133387096968594,0.09133387096968594
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,13,amplitude_estimation,128,0.004321914384803671,0.004321914384803671
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,13,monte_carlo,128,0.00556113822560865,0.00556113822560865
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,14,amplitude_estimation,8,0.030871751260834815,0.030871751260834815
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,14,monte_carlo,8,0.15439250233303697,0.15439250233303697
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,14,amplitude_estimation,32,0.02622324878149955,0.02622324878149955
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,14,monte_carlo,32,0.062121751260834815,0.062121751260834815
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,14,amplitude_estimation,128,0.0042322909630063965,0.0042322909630063965
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,14,monte_carlo,128,0.016003248739165185,0.016003248739165185
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,15,amplitude_estimation,8,0.0352722592125255,0.0352722592125255
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,15,monte_carlo,8,0.027227740787474503,0.027227740787474503
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,15,amplitude_estimation,32,0.0036311674780803993,0.0036311674780803993
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,15,monte_carlo,32,0.10257457897038216,0.10257457897038216
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,15,amplitude_estimation,128,0.0036311674780803993,0.0036311674780803993
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,15,monte_carlo,128,0.0040222592125254975,0.0040222592125254975
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,16,amplitude_estimation,8,0.035279733392611534,0.035279733392611534
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,16,monte_carlo,8,0.15222026660738847,0.15222026660738847
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,16,amplitude_estimation,32,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,16,monte_carlo,32,0.053637048803948845,0.053637048803948845
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,16,amplitude_estimation,128,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,16,monte_carlo,128,0.050657766607388466,0.050657766607388466
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,17,amplitude_estimation,8,0.03520915256050211,0.03520915256050211
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,17,monte_carlo,8,0.09770915256050211,0.09770915256050211
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,17,amplitude_estimation,32,0.0036494933335388113,0.0036494933335388113
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,17,monte_carlo,32,0.006818746885076249,0.006818746885076249
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,17,amplitude_estimation,128,0.0036494933335388113,0.0036494933335388113
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,17,monte_carlo,128,0.02729084743949789,0.02729084743949789
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,18,amplitude_estimation,8,0.01349830164521032,0.01349830164521032
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,18,monte_carlo,8,0.09744491105193656,0.09744491105193656
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,18,amplitude_estimation,32,0.01349830164521032,0.01349830164521032
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,18,monte_carlo,32,0.049744273429848745,0.049744273429848745
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,18,amplitude_estimation,128,0.004611345060328051,0.004611345060328051
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,18,monte_carlo,128,0.01974258894806344,0.01974258894806344
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,19,amplitude_estimation,8,0.022491063549745324,0.022491063549745324
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,19,monte_carlo,8,0.10582718817178006,0.10582718817178006
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,19,amplitude_estimation,32,0.018711325213516386,0.018711325213516386
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,19,monte_carlo,32,0.08167281182821994,0.08167281182821995
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,19,amplitude_estimation,128,0.004312689294019817,0.004312689294019817
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,19,monte_carlo,128,0.026985311828219935,0.026985311828219935
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,20,amplitude_estimation,8,0.035279733392611534,0.035279733392611534
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,20,monte_carlo,8,0.27722026660738847,0.27722026660738847
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,20,amplitude_estimation,32,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,20,monte_carlo,32,0.055737951196051155,0.055737951196051155
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,20,amplitude_estimation,128,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,20,monte_carlo,128,0.031373483392611534,0.031373483392611534
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,21,amplitude_estimation,8,0.035279733392611534,0.035279733392611534
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,21,monte_carlo,8,0.055737951196051155,0.055737951196051155
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,21,amplitude_estimation,32,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,21,monte_carlo,32,0.038012048803948845,0.038012048803948845
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,21,amplitude_estimation,128,0.003592795252411407,0.003592795252411407
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,21,monte_carlo,128,0.038939016607388466,0.038939016607388466
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,22,amplitude_estimation,8,0.02629283603311825,0.02629283603311825
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,22,monte_carlo,8,0.11526550263946457,0.11526550263946457
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,22,amplitude_estimation,32,0.01937859573280864,0.01937859573280864
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,22,monte_carlo,32,0.025359497360535437,0.025359497360535437
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,22,amplitude_estimation,128,0.004123150587025712,0.004123150587025712
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,22,monte_carlo,128,0.017609252639464563,0.017609252639464563
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,23,amplitude_estimation,8,0.03229040444521471,0.03229040444521471
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,23,monte_carlo,8,0.06576573329979461,0.06576573329979463
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,23,amplitude_estimation,32,0.03229040444521471,0.03229040444521471
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,23,monte_carlo,32,0.05923426670020539,0.05923426670020539
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,23,amplitude_estimation,128,0.004066344066236308,0.004066344066236308
markov_medium_conflict_h2,2,6,2,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,2,23,monte_carlo,128,0.02829423614805905,0.02829423614805905
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,0,amplitude_estimation,8,0.016439264654148106,0.016439264654148106
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,0,monte_carlo,8,0.10038587406087435,0.10038587406087435
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,0,amplitude_estimation,32,0.016439264654148106,0.016439264654148106
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,0,monte_carlo,32,0.04023912593912565,0.04023912593912565
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,0,amplitude_estimation,128,0.007552308069265837,0.007552308069265837
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,0,monte_carlo,128,0.015118965548220537,0.015118965548220537
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,1,amplitude_estimation,8,0.01694787276548372,0.01694787276548372
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,1,monte_carlo,8,0.10089448217220996,0.10089448217220996
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,1,amplitude_estimation,32,0.01694787276548372,0.01694787276548372
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,1,monte_carlo,32,0.07152816814620998,0.07152816814620998
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,1,amplitude_estimation,128,0.006596831853790022,0.006596831853790022
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,1,monte_carlo,128,0.03784683185379002,0.03784683185379002
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,2,amplitude_estimation,8,0.0163421492304026,0.0163421492304026
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,2,monte_carlo,8,0.03778875863712884,0.03778875863712884
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,2,amplitude_estimation,32,0.0163421492304026,0.0163421492304026
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,2,monte_carlo,32,0.05341375863712884,0.05341375863712884
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,2,amplitude_estimation,128,0.004913468553305475,0.004913468553305475
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,2,monte_carlo,128,0.014351258637128841,0.014351258637128841
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,3,amplitude_estimation,8,0.015476614179489478,0.015476614179489478
markov_medium_conflict_h4,2,6,4,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,4,3,monte_carlo,8,0.1921811607536378,0.1921811607536378
