horizon,method,query_budget,accuracy,regret
4,monte_carlo,128,0.0,0.005753473375879906
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.15491424175730803
4,monte_carlo,32,0.0,0.08643356007610084
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.08642925483578162
4,monte_carlo,32,0.0,0.0015148101214878668
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.07377915643265556
4,monte_carlo,32,0.0,0.07377915643265556
4,monte_carlo,128,0.0,0.016558170381410442
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,0.0,0.06858743577278546
4,monte_carlo,128,0.0,0.058592687950883224
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,0.0,0.1007511266167861
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.07725188670057012
4,monte_carlo,32,0.0,0.03332421569457199
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.007784024403860279
4,monte_carlo,32,0.0,0.016025744497847966
4,monte_carlo,128,0.0,0.007784024403860279
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.009352012596189174
4,monte_carlo,32,0.0,0.009352012596189174
4,monte_carlo,128,0.0,0.021350740552142006
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.09779896903909069
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,0.0,0.008686777609516541
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,0.0,0.04254910260348274
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.013775562364244723
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,0.0,0.020296564240151457
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.015940111522070366
4,monte_carlo,32,0.0,0.06930098487902567
4,monte_carlo,128,0.0,0.04795183569187106
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,0.0,0.014676450292563856
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.13145120689180473
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.11764632799158771
4,monte_carlo,32,0.0,0.1584289381370741
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,0.0,0.04112885771688905
4,monte_carlo,128,0.0,0.0335941975966179
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.12438334046146798
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.1268863070805277
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,0.0,0.08995196978897901
4,monte_carlo,128,0.0,0.005084530618313654
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.0858802091512193
4,monte_carlo,32,0.0,0.025174465865706097
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.08076685834544929
4,monte_carlo,32,0.0,0.01067678013097477
4,monte_carlo,128,0.0,0.02909164878236363
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,0.0,0.030483734559528977
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.04494893409638187
4,monte_carlo,32,0.0,5.533467695495453e-06
4,monte_carlo,128,0.0,0.01669139090870797
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.03784062562820947
4,monte_carlo,32,0.0,0.02516179430481985
4,monte_carlo,128,0.0,0.023458808827026528
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.10545891775872154
4,monte_carlo,32,0.0,0.08397234602678472
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.02789709405566837
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,0.0,0.089659238687859
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,1.0,0.0
4,monte_carlo,32,1.0,0.0
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.038588184608562184
4,monte_carlo,32,0.0,0.02163849095013219
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.03830820933041841
4,monte_carlo,32,0.0,0.021742162648175217
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.01983158300240513
4,monte_carlo,32,0.0,0.01983158300240513
4,monte_carlo,128,0.0,0.01983158300240513
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.13808365232267877
4,monte_carlo,32,0.0,0.022466259481678547
4,monte_carlo,128,1.0,0.0
4,amplitude_estimation,8,1.0,0.0
4,amplitude_estimation,32,1.0,0.0
4,amplitude_estimation,128,1.0,0.0
4,monte_carlo,8,0.0,0.030679140754346065
4,monte_carlo,32,0.0,0.1176107150673141
4,monte_carlo,128,0.0,0.07773358908514244
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.08569348958120859
8,monte_carlo,32,0.0,0.01067015470506498
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.05593413037131059
8,monte_carlo,32,0.0,0.1013211280356141
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.025528948117890873
8,monte_carlo,32,0.0,0.02342393090406654
8,monte_carlo,128,0.0,0.07366072966634542
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.04290480145400541
8,monte_carlo,32,0.0,0.04290480145400541
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.014178144707573878
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,1.0,0.0
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.012246636161005534
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.041907824347604164
8,monte_carlo,32,0.0,0.05517534168169791
8,monte_carlo,128,0.0,0.041907824347604164
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.12352861622300887
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,1.0,0.0
8,monte_carlo,32,0.0,0.10608526446281283
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.08845362667397802
8,monte_carlo,32,0.0,0.0063106117007249996
8,monte_carlo,128,0.0,0.0418828240421365
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.04933694787505344
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,0.0,0.026527522083673677
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.0060693242972431755
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.01035405127667062
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.03169885883403385
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,0.0,0.04551921370304858
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,1.0,0.0
8,monte_carlo,32,0.0,0.01870190422033277
8,monte_carlo,128,0.0,0.01870190422033277
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.030982387305435705
8,monte_carlo,32,0.0,0.029155290273347262
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.03155534115736858
8,monte_carlo,32,0.0,0.03155534115736858
8,monte_carlo,128,0.0,0.03155534115736858
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.03825428288105594
8,monte_carlo,32,0.0,0.03825428288105594
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.11989970110419329
8,monte_carlo,32,0.0,0.02789073207035428
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.16255625632245085
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.052905300205575545
8,monte_carlo,32,0.0,0.06233471305502164
8,monte_carlo,128,0.0,0.06766716809903495
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.11844539983469915
8,monte_carlo,32,0.0,0.10886685419033348
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.05128057283476893
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,1.0,0.0
8,monte_carlo,32,0.0,0.10495128036935515
8,monte_carlo,128,0.0,0.021470574024736094
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.016507466441658666
8,monte_carlo,32,0.0,0.0008092518349593625
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.07499410934415383
8,monte_carlo,32,0.0,0.01672852915756634
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.07962853097263184
8,monte_carlo,32,0.0,0.03009188407901285
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,1.0,0.0
8,monte_carlo,32,0.0,0.1678301771790348
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.1328277177981511
8,monte_carlo,32,0.0,0.09226962235153491
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.08738366259196818
8,monte_carlo,32,0.0,0.10899498693788685
8,monte_carlo,128,0.0,0.009253927057400468
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.08519997158928237
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.11571301638648501
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.018749063708419375
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,0.0,0.018749063708419375
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,1.0,0.0
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.10292697031747938
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,0.0,0.009162691345559429
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.030629136360878287
8,monte_carlo,32,0.0,0.07009431123418165
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.06110054359908426
8,monte_carlo,32,0.0,0.03630810110311575
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.0584311967199808
8,monte_carlo,32,0.0,0.0584311967199808
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.0519159471519476
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.08488895941109052
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,1.0,0.0
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,1.0,0.0
8,monte_carlo,32,0.0,0.04648232635649696
8,monte_carlo,128,0.0,0.04648232635649696
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.1340054025363785
8,monte_carlo,32,0.0,0.06708249433928341
8,monte_carlo,128,0.0,0.01610753439913233
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.12526572139711858
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,0.0,0.04173229102357946
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.050927032171217704
8,monte_carlo,32,0.0,0.09893650119791518
8,monte_carlo,128,0.0,0.03219838285622316
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,1.0,0.0
8,monte_carlo,32,0.0,0.07867379978491341
8,monte_carlo,128,0.0,0.018951210173409436
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.04125719292954466
8,monte_carlo,32,1.0,0.0
8,monte_carlo,128,0.0,0.026023068955985745
8,amplitude_estimation,8,1.0,0.0
8,amplitude_estimation,32,1.0,0.0
8,amplitude_estimation,128,1.0,0.0
8,monte_carlo,8,0.0,0.10931660789129036
8,monte_carlo,32,0.0,0.11919107375463392
8,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.11201999374873362
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.05995279340099492
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.06233158881989648
12,monte_carlo,32,0.0,0.09694231227038247
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.019659183605525363
12,monte_carlo,32,0.0,0.037464713042434664
12,monte_carlo,128,0.0,0.019659183605525363
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.021469194908507655
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.019566720550855635
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.05593278657293438
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.11116474422703618
12,monte_carlo,32,0.0,0.11116474422703618
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.09828450154431366
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.06082456311795707
12,monte_carlo,32,0.0,0.1250322805111903
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.07671546424641634
12,monte_carlo,32,0.0,0.06932292291226787
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.07922325593267313
12,monte_carlo,32,0.0,0.07922325593267313
12,monte_carlo,128,0.0,0.018752960650079906
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.04099342272357551
12,monte_carlo,32,0.0,0.04099342272357551
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.09606300090756337
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.06436293822217388
12,monte_carlo,32,0.0,0.030671838414215766
12,monte_carlo,128,0.0,0.030671838414215766
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.07410382854477288
12,monte_carlo,32,0.0,0.0433062558158227
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,0.0,0.027292627838040803
12,monte_carlo,128,0.0,0.027292627838040803
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.10058711215453033
12,monte_carlo,32,0.0,0.07682222702732631
12,monte_carlo,128,0.0,0.04636549728530322
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,0.0,0.003100201312215889
12,monte_carlo,128,0.0,0.003100201312215889
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.0834881317539522
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.021321251895720095
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
