scenario,model_name,mean_regret
markov_high_conflict,ground_truth,0.0
markov_high_conflict,quantum_encoded,0.0
markov_high_conflict,residual_mlp,0.0021688159520709726
markov_low_conflict,ground_truth,0.0
markov_low_conflict,quantum_encoded,0.0
markov_low_conflict,residual_mlp,0.0005657013652315869
markov_medium_conflict,ground_truth,0.0
markov_medium_conflict,quantum_encoded,0.0
markov_medium_conflict,residual_mlp,0.00446692059584905
