method,query_budget,observable_error,utility_error
amplitude_estimation,8,0.16087318760706307,0.16087318760706307
amplitude_estimation,32,0.030468528575481737,0.030468528575481737
monte_carlo,8,0.12384838168322748,0.12384838168322748
monte_carlo,32,0.08881914010719245,0.08881914010719245
