profile_key,profile_indices,max_regret,is_pure_nash,is_epsilon_nash,utility_agent_0,utility_agent_1,regret_agent_0,regret_agent_1,scenario,model_name
15|15,"[15, 15]",0.49500455906435326,False,False,0.0896063009212584,0.37153215629421066,0.49500455906435326,0.4892373540814178,mixing_high_conflict,exact
15|5,"[15, 5]",0.49500455906435326,False,False,0.0896063009212584,0.37153215629421066,0.49500455906435326,0.4892373540814178,mixing_high_conflict,exact
5|0,"[5, 0]",0.49500455906435326,False,False,0.08960630092125846,0.4715321562942107,0.49500455906435326,0.38923735408141774,mixing_high_conflict,exact
5|10,"[5, 10]",0.49500455906435326,False,False,0.0896063009212584,0.37153215629421066,0.49500455906435326,0.4892373540814178,mixing_high_conflict,exact
5|15,"[5, 15]",0.49500455906435326,False,False,0.0896063009212584,0.37153215629421066,0.49500455906435326,0.4892373540814178,mixing_high_conflict,exact
5|5,"[5, 5]",0.49500455906435326,False,False,0.0896063009212584,0.37153215629421066,0.49500455906435326,0.4892373540814178,mixing_high_conflict,exact
9|12,"[9, 12]",0.5004774552949445,False,False,0.14404057102313322,0.21817763375293442,0.28013231493074114,0.5004774552949445,mixing_high_conflict,exact
9|4,"[9, 4]",0.5004774552949445,False,False,0.14404057102313322,0.21817763375293442,0.28013231493074114,0.5004774552949445,mixing_high_conflict,exact
9|8,"[9, 8]",0.5004774552949445,False,False,0.14404057102313322,0.21817763375293442,0.28013231493074114,0.5004774552949445,mixing_high_conflict,exact
1|9,"[1, 9]",0.5008602772859061,False,False,0.11283096428085934,0.0595422003024645,0.4347224714105674,0.5008602772859061,mixing_high_conflict,exact
2|9,"[2, 9]",0.5008602772859061,False,False,0.11283096428085934,0.0595422003024645,0.4347224714105674,0.5008602772859061,mixing_high_conflict,exact
3|9,"[3, 9]",0.5008602772859061,False,False,0.11283096428085934,0.0595422003024645,0.4347224714105674,0.5008602772859061,mixing_high_conflict,exact
1|13,"[1, 13]",0.51645158768194,False,False,0.14490741538835072,0.04395088990643059,0.36833331302123484,0.51645158768194,mixing_high_conflict,exact
2|13,"[2, 13]",0.51645158768194,False,False,0.14490741538835072,0.04395088990643059,0.36833331302123484,0.51645158768194,mixing_high_conflict,exact
3|13,"[3, 13]",0.51645158768194,False,False,0.14490741538835072,0.04395088990643059,0.36833331302123484,0.51645158768194,mixing_high_conflict,exact
14|9,"[14, 9]",0.5359391957540691,False,False,0.07046361375398105,0.255571560845941,0.47708982193744576,0.5359391957540691,mixing_high_conflict,exact
11|0,"[11, 0]",0.5616062517229752,False,False,0.02300460826263652,0.3872467479144519,0.5616062517229752,0.4727980670473799,mixing_high_conflict,exact
7|0,"[7, 0]",0.5628740564444364,False,False,0.021736803541175215,0.3058148520676553,0.5628740564444364,0.4525208123508782,mixing_high_conflict,exact
7|10,"[7, 10]",0.5628740564444366,False,False,0.021736803541175173,0.20581485206765518,0.5628740564444366,0.5525208123508784,mixing_high_conflict,exact
7|15,"[7, 15]",0.5628740564444366,False,False,0.021736803541175173,0.20581485206765518,0.5628740564444366,0.5525208123508784,mixing_high_conflict,exact
7|5,"[7, 5]",0.5628740564444366,False,False,0.021736803541175173,0.20581485206765518,0.5628740564444366,0.5525208123508784,mixing_high_conflict,exact
11|10,"[11, 10]",0.5727980670473799,False,False,0.02300460826263652,0.2872467479144519,0.5616062517229752,0.5727980670473799,mixing_high_conflict,exact
11|15,"[11, 15]",0.5727980670473799,False,False,0.02300460826263652,0.2872467479144519,0.5616062517229752,0.5727980670473799,mixing_high_conflict,exact
11|5,"[11, 5]",0.5727980670473799,False,False,0.02300460826263652,0.2872467479144519,0.5616062517229752,0.5727980670473799,mixing_high_conflict,exact
6|0,"[6, 0]",0.5744150900710392,False,False,0.010195769914572467,0.34335351423998733,0.5744150900710392,0.48128487471673215,mixing_high_conflict,exact
6|10,"[6, 10]",0.5812848747167322,False,False,0.010195769914572508,0.24335351423998733,0.5744150900710392,0.5812848747167322,mixing_high_conflict,exact
6|15,"[6, 15]",0.5812848747167322,False,False,0.010195769914572508,0.24335351423998733,0.5744150900710392,0.5812848747167322,mixing_high_conflict,exact
6|5,"[6, 5]",0.5812848747167322,False,False,0.010195769914572508,0.24335351423998733,0.5744150900710392,0.5812848747167322,mixing_high_conflict,exact
14|13,"[14, 13]",0.6023158093512473,False,False,0.05099219254946352,0.1891949472487629,0.46224853586012205,0.6023158093512473,mixing_high_conflict,exact
0|14,"[0, 14]",0.6551124426955413,False,False,0.08570118569908244,0.20565706768008735,0.4842398812359753,0.6551124426955413,mixing_high_conflict,exact
10|14,"[10, 14]",0.6551124426955413,False,False,-0.014298814300917617,0.20565706768008724,0.5842398812359754,0.6551124426955413,mixing_high_conflict,exact
15|14,"[15, 14]",0.6551124426955413,False,False,-0.014298814300917617,0.20565706768008724,0.5842398812359754,0.6551124426955413,mixing_high_conflict,exact
5|14,"[5, 14]",0.6551124426955413,False,False,-0.014298814300917617,0.20565706768008724,0.5842398812359754,0.6551124426955413,mixing_high_conflict,exact
14|12,"[14, 12]",0.6778722445831848,False,False,0.08188457313914266,0.11363851201682534,0.3422883128147317,0.6778722445831848,mixing_high_conflict,exact
14|4,"[14, 4]",0.6778722445831848,False,False,0.08188457313914266,0.11363851201682534,0.3422883128147317,0.6778722445831848,mixing_high_conflict,exact
14|8,"[14, 8]",0.6778722445831848,False,False,0.08188457313914266,0.11363851201682534,0.3422883128147317,0.6778722445831848,mixing_high_conflict,exact
7|14,"[7, 14]",0.7000808289561568,False,False,-0.04451498274598776,0.058254835462376725,0.6144560496810455,0.7000808289561568,mixing_high_conflict,exact
10|9,"[10, 9]",0.7413254697540124,False,False,-0.04764746736882322,0.11944404062161611,0.59520090306025,0.7413254697540124,mixing_high_conflict,exact
15|9,"[15, 9]",0.7413254697540124,False,False,-0.04764746736882322,0.11944404062161611,0.59520090306025,0.7413254697540124,mixing_high_conflict,exact
5|9,"[5, 9]",0.7413254697540124,False,False,-0.04764746736882322,0.11944404062161611,0.59520090306025,0.7413254697540124,mixing_high_conflict,exact
0|9,"[0, 9]",0.7413254697540125,False,False,0.052352532631176826,0.11944404062161622,0.49520090306024994,0.7413254697540125,mixing_high_conflict,exact
11|14,"[11, 14]",0.7475099847484228,False,False,-0.07360321720662363,0.11253483021340902,0.6435442841416814,0.7475099847484228,mixing_high_conflict,exact
6|14,"[6, 14]",0.7482219162910383,False,False,-0.07452960621006935,0.07641647266568116,0.6444706731451271,0.7482219162910383,mixing_high_conflict,exact
7|9,"[7, 9]",0.7682069564974499,False,False,-0.05182069849937114,-0.009871292078916377,0.5993741341907979,0.7682069564974499,mixing_high_conflict,exact
10|13,"[10, 13]",0.8148827492662299,False,False,-0.05481754300963257,0.045886761109398516,0.5680582714192182,0.8148827492662299,mixing_high_conflict,exact
15|13,"[15, 13]",0.8148827492662299,False,False,-0.05481754300963257,0.045886761109398516,0.5680582714192182,0.8148827492662299,mixing_high_conflict,exact
5|13,"[5, 13]",0.8148827492662299,False,False,-0.05481754300963257,0.045886761109398516,0.5680582714192182,0.8148827492662299,mixing_high_conflict,exact
0|13,"[0, 13]",0.81488274926623,False,False,0.045182456990367464,0.04588676110939857,0.4680582714192181,0.81488274926623,mixing_high_conflict,exact
7|13,"[7, 13]",0.8175044720078186,False,False,-0.030101481997307708,-0.05916880758928507,0.5433422104068932,0.8175044720078186,mixing_high_conflict,exact
7|12,"[7, 12]",0.8272060946633796,False,False,0.09690470460535788,-0.06887043024484606,0.3272681813485165,0.8272060946633796,mixing_high_conflict,exact
7|4,"[7, 4]",0.8272060946633796,False,False,0.09690470460535788,-0.06887043024484606,0.3272681813485165,0.8272060946633796,mixing_high_conflict,exact
7|8,"[7, 8]",0.8272060946633796,False,False,0.09690470460535788,-0.06887043024484606,0.3272681813485165,0.8272060946633796,mixing_high_conflict,exact
6|9,"[6, 9]",0.82849256850585,False,False,-0.09114230295572513,-0.003854179549130532,0.6386957386471519,0.82849256850585,mixing_high_conflict,exact
11|9,"[11, 9]",0.8341163741014476,False,False,-0.09776812577065147,0.025928440860384303,0.6453215614620782,0.8341163741014476,mixing_high_conflict,exact
10|12,"[10, 12]",0.8801301102051868,False,False,0.020856512353779347,-0.01936059982955836,0.40331637360009504,0.8801301102051868,mixing_high_conflict,exact
10|4,"[10, 4]",0.8801301102051868,False,False,0.020856512353779347,-0.01936059982955836,0.40331637360009504,0.8801301102051868,mixing_high_conflict,exact
10|8,"[10, 8]",0.8801301102051868,False,False,0.020856512353779347,-0.01936059982955836,0.40331637360009504,0.8801301102051868,mixing_high_conflict,exact
15|12,"[15, 12]",0.8801301102051868,False,False,0.020856512353779347,-0.01936059982955836,0.40331637360009504,0.8801301102051868,mixing_high_conflict,exact
15|4,"[15, 4]",0.8801301102051868,False,False,0.020856512353779347,-0.01936059982955836,0.40331637360009504,0.8801301102051868,mixing_high_conflict,exact
15|8,"[15, 8]",0.8801301102051868,False,False,0.020856512353779347,-0.01936059982955836,0.40331637360009504,0.8801301102051868,mixing_high_conflict,exact
